11,12
0/0/57,0/0/32,0/0/32,0/0/32,0/0/32,0/0/32,0/0/32,0/0/32,0/0/32,0/0/32,0/0/54
0/0/31,0/0/6,0/0/11,0/0/10,0/0/6,0/0/6,0/0/11,0/0/15,0/0/6,0/0/11,0/0/29
0/0/31,0/0/2,0/0/3,0/0/2,0/0/3,4/3/0,0/0/3,0/0/2,0/0/3,0/0/2,0/0/29
0/0/31,0/0/1,0/0/1,1/0/0,4/0/0,2/10/0,4/0/0,1/0/0,0/0/1,1/0/105,0/0/29
0/0/31,0/0/1,1/0/0,6/0/0,1/0/0,4/0/0,1/0/0,6/0/0,1/0/0,4/5/0,0/0/29
0/0/31,0/0/1,4/0/0,1/0/0,6/0/5002,1/0/5002,4/0/5002,1/0/0,6/0/0,0/0/3,0/0/29
0/0/31,1/2/0,2/10/0,4/0/0,2/0/0,8/0/0,1/0/0,4/0/0,1/10/0,4/1/0,0/0/29
0/0/31,0/0/2,4/0/0,1/0/0,4/0/0,1/0/0,6/0/5002,1/0/0,6/0/0,0/0/3,0/0/29
0/0/31,0/0/1,1/0/0,6/0/0,1/0/0,4/0/0,1/0/0,5/0/0,1/0/0,0/0/1,0/0/29
0/0/31,0/0/1,0/0/2,1/0/0,4/0/0,1/10/0,4/0/0,1/0/0,0/0/2,0/0/1,0/0/29
0/0/31,0/0/1,0/0/1,0/0/2,0/0/3,4/4/0,0/0/3,0/0/2,0/0/1,0/0/1,0/0/29
0/0/56,0/0/30,0/0/30,0/0/30,0/0/30,0/0/30,0/0/30,0/0/30,0/0/30,0/0/30,0/0/55
