11,12
0/0/104,0/0/79,0/0/79,0/0/79,0/0/79,0/0/79,0/0/79,0/0/79,0/0/79,0/0/79,0/0/101
0/0/78,0/0/58,0/0/58,0/0/58,0/0/58,0/0/58,0/0/58,0/0/58,0/0/58,0/0/58,0/0/76
0/0/78,0/0/5,0/0/4,0/0/5,0/0/4,8/3/0,0/0/4,0/0/5,0/0/4,0/0/5,0/0/76
0/0/78,0/0/1,8/0/0,7/0/0,8/0/0,1/0/0,8/0/0,1/0/0,8/0/0,0/0/1,0/0/76
0/0/78,0/0/1,7/0/0,8/0/0,1/0/0,8/0/0,7/0/0,8/0/0,7/0/0,0/0/1,0/0/76
0/0/78,0/0/1,6/0/0,7/0/4004,8/0/0,7/0/0,8/0/0,7/0/4004,8/0/0,0/0/1,0/0/76
0/0/78,0/0/1,7/0/0,6/0/0,7/0/0,8/0/4007,7/0/0,8/0/0,1/0/0,0/0/1,0/0/76
0/0/78,7/2/0,8/0/0,2/0/0,8/0/4001,7/0/0,8/0/4001,1/0/0,8/0/0,7/1/0,0/0/76
0/0/78,0/0/4,1/0/0,7/0/0,1/0/0,8/0/0,7/0/0,6/0/0,7/0/0,0/0/4,0/0/76
0/0/78,0/0/1,8/0/0,1/0/0,8/0/0,7/0/4005,6/0/0,1/0/0,8/0/0,0/0/1,0/0/76
0/0/78,0/0/1,7/0/0,8/0/0,7/0/0,8/0/0,1/0/0,8/0/0,1/0/0,0/0/1,0/0/76
0/0/103,0/0/77,0/0/77,0/0/77,0/0/77,0/0/77,0/0/77,0/0/77,0/0/77,0/0/77,0/0/102
