11,12
0/0/104,0/0/79,0/0/79,0/0/79,0/0/79,0/0/79,0/0/79,0/0/79,0/0/79,0/0/79,0/0/101
0/0/78,0/0/62,0/0/63,0/0/64,0/0/60,0/0/58,0/0/61,0/0/62,0/0/63,0/0/64,0/0/76
0/0/78,0/0/5,0/0/4,0/0/5,0/0/4,8/3/0,0/0/4,0/0/5,0/0/4,0/0/5,0/0/76
0/0/78,0/0/1,4/0/4005,7/0/4001,8/0/0,7/0/0,8/0/0,1/0/4001,8/0/4005,0/0/1,0/0/76
0/0/78,0/0/1,7/0/4001,8/0/0,7/0/0,4/0/0,1/0/0,8/0/0,7/0/4001,0/0/1,0/0/76
0/0/78,0/0/1,8/0/0,7/0/0,8/0/0,7/0/0,8/0/0,7/0/0,4/0/0,0/0/1,0/0/76
0/0/78,0/0/1,7/0/0,4/0/0,7/0/0,8/0/4008,7/0/0,8/0/0,1/0/0,0/0/1,0/0/76
0/0/78,7/2/0,4/0/0,1/0/0,4/0/126,1/0/125,8/0/127,7/0/0,8/0/0,7/1/0,0/0/76
0/0/78,0/0/4,7/0/0,4/0/0,7/0/4005,8/0/4001,1/0/4005,4/0/0,7/0/0,0/0/4,0/0/76
0/0/78,0/0/1,8/0/0,1/0/0,4/0/0,7/0/0,4/0/0,1/0/0,8/0/0,0/0/1,0/0/76
0/0/78,0/0/1,7/0/0,8/0/0,1/0/4003,8/0/4007,1/0/4003,8/0/0,7/0/0,0/0/1,0/0/76
0/0/103,0/0/77,0/0/77,0/0/77,0/0/77,0/0/77,0/0/77,0/0/77,0/0/77,0/0/77,0/0/102
