11,12
0/0/57,0/0/32,0/0/32,0/0/32,0/0/32,0/0/32,0/0/32,0/0/32,0/0/32,0/0/32,0/0/54
0/0/31,0/0/6,0/0/6,0/0/6,0/0/6,0/0/6,0/0/6,0/0/6,0/0/6,0/0/6,0/0/29
0/0/31,0/0/2,8/3/0,0/0/2,0/0/3,0/0/2,0/0/3,0/0/2,0/0/3,0/0/3,0/0/29
0/0/31,0/0/1,7/0/0,4/0/0,0/0/1,0/0/1,0/0/1,4/0/0,7/0/0,8/1/0,0/0/29
0/0/31,0/0/1,4/0/0,7/0/0,4/0/0,1/0/0,4/0/0,7/0/0,4/0/0,0/0/4,0/0/29
0/0/31,0/0/1,0/0/3,4/0/0,7/0/4008,4/0/4003,7/0/4008,4/0/0,0/0/3,0/0/1,0/0/29
0/0/31,0/0/1,0/0/1,1/0/4001,4/0/0,7/0/0,4/0/0,1/0/4001,0/0/1,0/0/1,0/0/29
0/0/31,0/0/1,0/0/1,4/0/0,7/0/4008,4/0/4008,7/0/4008,4/0/0,0/0/1,0/0/1,0/0/29
0/0/31,0/0/1,4/0/0,7/0/0,4/0/0,1/0/0,4/0/0,7/0/0,4/0/0,0/0/1,0/0/29
0/0/31,8/2/0,7/0/0,4/0/0,0/0/3,0/0/2,0/0/3,4/0/0,7/0/0,0/0/1,0/0/29
0/0/31,0/0/5,0/0/4,0/0/3,0/0/1,0/0/1,0/0/1,0/0/3,8/4/0,0/0/1,0/0/29
0/0/56,0/0/30,0/0/30,0/0/30,0/0/30,0/0/30,0/0/30,0/0/30,0/0/30,0/0/30,0/0/55
